sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
LS-65	NODE_39775_length_4134_cov_11.6	70673	species	QWPN01 sp014192425	4	4	2	0.65	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_UBA1268;g_QWPN01;s_QWPN01 sp014192425
LS-65	NODE_66024_length_3043_cov_13.8	10879	species	Planktothrix agardhii	5	4	2	0.96	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae;g_Planktothrix;s_Planktothrix agardhii
LS-63	NODE_2283_length_22814_cov_18.1	2	superkingdom	Bacteria	10	6	6	1.0	d_Bacteria
LS-63	NODE_8324_length_10598_cov_9.7	14312	order	Calditrichales	9	9	5	0.5	d_Bacteria;p_Calditrichota;c_Calditrichia;o_Calditrichales
LS-63	NODE_20295_length_6184_cov_10.3	59341	species	Mycobacterium sp018883075	5	4	2	0.5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp018883075
LS-63	NODE_35945_length_4368_cov_12.0	8970	genus	2-02-FULL-66-22	6	6	5	0.99	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales;f_2-02-FULL-66-22;g_2-02-FULL-66-22
LS-35	NODE_30826_length_5150_cov_8.9	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-35	NODE_40532_length_4437_cov_8.2	164	class	Bacteroidia	4	4	2	0.65	d_Bacteria;p_Bacteroidota;c_Bacteroidia
LS-35	NODE_56303_length_3711_cov_19.6	56260	species	PNOM01 sp013824835	5	5	5	1.0	d_Bacteria;p_Desulfobacterota G;c_Syntrophorhabdia;o_Syntrophorhabdales;f_Syntrophorhabdaceae;g_PNOM01;s_PNOM01 sp013824835
LS-35	NODE_69091_length_3319_cov_9.4	2	superkingdom	Bacteria	5	5	4	0.8	d_Bacteria
LS-67	NODE_1074_length_32214_cov_43.6	68304	species	DSXZ01 sp011367735	39	36	18	0.72	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-67	NODE_4475_length_15007_cov_14.0	2	superkingdom	Bacteria	23	21	15	0.71	d_Bacteria
LS-67	NODE_11643_length_8311_cov_7.5	85842	species	UBA8941 sp001774245	7	7	7	1.0	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_TCS64;f_TCS64;g_UBA8941;s_UBA8941 sp001774245
LS-67	NODE_22637_length_5449_cov_8.8	62188	species	RBG-13-68-16 sp001766905	6	5	2	0.65	d_Bacteria;p_Acidobacteriota;c_Thermoanaerobaculia;o_Thermoanaerobaculales;f_Thermoanaerobaculaceae;g_RBG-13-68-16;s_RBG-13-68-16 sp001766905
LS-67	NODE_37030_length_4025_cov_10.4	27	genus	Mycobacterium	11	11	7	0.84	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-76	NODE_1_length_686495_cov_49.5	2	superkingdom	Bacteria	156	127	82	0.65	d_Bacteria
LS-35	NODE_13697_length_7975_cov_8.6	10	class	Bacilli	4	3	2	0.67	d_Bacteria;p_Firmicutes;c_Bacilli
LS-35	NODE_21316_length_6290_cov_9.6	52970	species	RPQH01 sp003820375	6	6	6	1.0	d_Bacteria;p_Bacteroidota;c_Ignavibacteria;o_SJA-28;f_OLB5;g_RPQH01;s_RPQH01 sp003820375
LS-35	NODE_28742_length_5346_cov_7.1	31617	genus	RBG-16-64-13	6	6	4	0.6	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_RBG-16-64-13;f_RBG-16-64-13;g_RBG-16-64-13
LS-35	NODE_38540_length_4558_cov_24.5	1203	class	Dehalococcoidia	7	7	4	0.51	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-35	NODE_52587_length_3853_cov_10.6	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
LS-35	NODE_66652_length_3382_cov_12.4	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
LS-67	NODE_586_length_42845_cov_42.9	68304	species	DSXZ01 sp011367735	40	38	23	0.7	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-67	NODE_3448_length_17325_cov_17.6	2	superkingdom	Bacteria	15	12	12	1.0	d_Bacteria
LS-67	NODE_8689_length_9957_cov_23.5	2	superkingdom	Bacteria	3	3	2	0.51	d_Bacteria
LS-67	NODE_21121_length_5686_cov_7.9	1	no rank	root	3	3	3	1.0	-_root
LS-67	NODE_641_length_41209_cov_24.4	85452	genus	MVRE01	52	49	22	0.53	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_MVRE01
LS-67	NODE_3558_length_17029_cov_20.6	1203	class	Dehalococcoidia	14	13	8	0.6	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-67	NODE_8967_length_9748_cov_53.3	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
LS-67	NODE_21484_length_5622_cov_11.5	83343	superkingdom	Archaea	3	3	2	0.52	d_Archaea
LS-67	NODE_35257_length_4147_cov_21.2	2	superkingdom	Bacteria	5	4	4	1.0	d_Bacteria
LS-67	NODE_55510_length_3150_cov_8.2	4496	genus	LD21	3	3	3	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-76	NODE_101_length_130557_cov_50.0	2	superkingdom	Bacteria	29	25	17	0.63	d_Bacteria
LS-35	NODE_45940_length_4148_cov_15.6	21333	genus	UBA1163	5	5	4	0.75	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-35	NODE_59947_length_3586_cov_7.8	1261	class	Paceibacteria	3	3	2	0.67	d_Bacteria;p_Patescibacteria;c_Paceibacteria
LS-35	NODE_81746_length_3019_cov_7.0	2	superkingdom	Bacteria	2	1	1	1.0	d_Bacteria
LS-63	NODE_44958_length_3822_cov_11.1	86487	species	JACTUA01 sp015660865	8	8	5	0.98	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_JACTUA01;g_JACTUA01;s_JACTUA01 sp015660865
LS-55	NODE_45_length_244063_cov_77.4	2	superkingdom	Bacteria	73	65	39	0.58	d_Bacteria
LS-55	NODE_892_length_46359_cov_17.8	2	superkingdom	Bacteria	21	17	13	0.79	d_Bacteria
LS-55	NODE_2413_length_25862_cov_17.6	1356	family	Bryobacteraceae	19	18	13	0.75	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_Bryobacteraceae
LS-55	NODE_3899_length_19081_cov_11.6	949	class	Thermoleophilia	6	4	2	0.5	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia
LS-55	NODE_6598_length_13579_cov_34.2	7106	order	Aminicenantales	11	11	6	0.56	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales
LS-55	NODE_11559_length_9416_cov_10.9	4660	family	Thermoguttaceae	7	6	3	0.59	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae
LS-55	NODE_16814_length_7340_cov_133.2	83785	family	UBA233	8	8	6	0.75	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-55	NODE_26740_length_5442_cov_18.8	2	superkingdom	Bacteria	2	2	1	0.5	d_Bacteria
LS-55	NODE_47974_length_3761_cov_9.6	84188	family	UBA10216	2	2	1	0.5	d_Archaea;p_Nanoarchaeota;c_Nanoarchaeia;o_Woesearchaeales;f_UBA10216
LS-63	NODE_54943_length_3394_cov_8.5	77947	species	UBA9647 sp003519375	4	4	3	0.67	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030;g_UBA9647;s_UBA9647 sp003519375
LS-55	NODE_77_length_195460_cov_78.4	2	superkingdom	Bacteria	33	25	18	0.73	d_Bacteria
LS-55	NODE_986_length_44076_cov_19.0	840	phylum	Desulfobacterota	46	43	24	0.52	d_Bacteria;p_Desulfobacterota
LS-55	NODE_2500_length_25246_cov_57.9	2	superkingdom	Bacteria	16	14	10	0.64	d_Bacteria
LS-55	NODE_4192_length_18172_cov_14.3	27	genus	Mycobacterium	27	26	17	0.68	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-55	NODE_6882_length_13219_cov_18.3	85452	genus	MVRE01	19	18	11	0.77	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_MVRE01
LS-55	NODE_12285_length_9034_cov_8.6	83413	order	Methanomassiliicoccales	3	3	2	0.67	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales
LS-55	NODE_18786_length_6805_cov_14.1	4	class	Gammaproteobacteria	16	14	7	0.79	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-55	NODE_29660_length_5096_cov_12.4	51125	species	BOG-1155 sp002067405	7	5	2	0.51	d_Bacteria;p_Desulfobacterota G;c_Syntrophorhabdia;o_Syntrophorhabdales;f_WCHB1-27;g_BOG-1155;s_BOG-1155 sp002067405
LS-55	NODE_52733_length_3544_cov_17.1	83999	species	Bog-38 sp003170935	6	6	5	0.76	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38;s_Bog-38 sp003170935
LS-55	NODE_47050_length_3808_cov_26.4	2	superkingdom	Bacteria	4	4	3	0.97	d_Bacteria
LS-93	NODE_41_length_121571_cov_37.5	6494	family	SG8-4	110	102	70	0.73	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-93	NODE_2317_length_21708_cov_25.0	11528	genus	Rhodoplanes	36	35	14	0.55	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Rhodoplanes
LS-93	NODE_5661_length_13133_cov_14.9	31463	species	JADJWR01 sp016716275	15	15	11	0.77	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-93	NODE_10525_length_9277_cov_66.4	2	superkingdom	Bacteria	6	4	3	0.75	d_Bacteria
LS-93	NODE_18069_length_6720_cov_13.2	86487	species	JACTUA01 sp015660865	9	9	9	1.0	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_JACTUA01;g_JACTUA01;s_JACTUA01 sp015660865
LS-93	NODE_32273_length_4669_cov_9.0	2702	phylum	Planctomycetota	7	6	4	0.61	d_Bacteria;p_Planctomycetota
LS-93	NODE_55668_length_3340_cov_7.0	2	superkingdom	Bacteria	3	3	2	0.67	d_Bacteria
LS-35	NODE_380_length_56496_cov_109.9	83472	family	Methanoregulaceae	61	54	38	0.7	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae
LS-35	NODE_2822_length_18801_cov_30.2	21333	genus	UBA1163	17	17	11	0.73	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-93	NODE_6740_length_11942_cov_82.1	83785	family	UBA233	13	13	10	0.83	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-93	NODE_12116_length_8564_cov_9.3	84613	species	B87-G9 sp003649695	6	5	2	0.65	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_B87-G9;f_B87-G9;g_B87-G9;s_B87-G9 sp003649695
LS-93	NODE_22778_length_5794_cov_23.0	27	genus	Mycobacterium	11	11	9	0.85	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-93	NODE_35312_length_4423_cov_13.2	2	superkingdom	Bacteria	7	7	6	0.86	d_Bacteria
LS-93	NODE_60794_length_3166_cov_16.6	29888	family	UBA7540	3	3	3	1.0	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_UBA7540;f_UBA7540
LS-35	NODE_835_length_38302_cov_92.8	21740	genus	RBG-16-66-30	52	51	42	0.88	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30
LS-35	NODE_3983_length_15554_cov_17.8	1	no rank	root	6	6	6	1.0	-_root
LS-35	NODE_8272_length_10471_cov_16.0	2	superkingdom	Bacteria	14	14	14	1.0	d_Bacteria
LS-35	NODE_12996_length_8221_cov_8.2	2	superkingdom	Bacteria	3	2	1	0.5	d_Bacteria
LS-35	NODE_20130_length_6482_cov_64.7	1454	class	Anaerolineae	5	5	4	0.8	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-93	NODE_24848_length_5494_cov_136.8	83785	family	UBA233	7	7	5	0.83	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-93	NODE_38545_length_4191_cov_27.4	21333	genus	UBA1163	7	6	3	0.74	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-93	NODE_65542_length_3028_cov_7.7	34046	genus	JACCZX01	4	4	3	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JACCZX01
LS-35	NODE_1161_length_31798_cov_11.3	4041	class	Koll11	26	25	17	0.71	d_Bacteria;p_Omnitrophota;c_Koll11
LS-35	NODE_4789_length_13991_cov_11.3	2	superkingdom	Bacteria	22	18	18	1.0	d_Bacteria
LS-35	NODE_8782_length_10136_cov_10.1	165	order	Bacteroidales	13	12	5	0.61	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
LS-35	NODE_13901_length_7918_cov_8.8	66911	species	UBA2185 sp017885225	12	12	7	0.63	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_UBA2185;g_UBA2185;s_UBA2185 sp017885225
LS-35	NODE_22585_length_6103_cov_9.4	73743	species	JAABVY01 sp011056555	2	2	2	1.0	d_Bacteria;p_Zixibacteria;c_MSB-5A5;o_JAABVY01;f_JAABVY01;g_JAABVY01;s_JAABVY01 sp011056555
LS-35	NODE_29217_length_5300_cov_21.7	1260	phylum	Patescibacteria	4	4	3	0.53	d_Bacteria;p_Patescibacteria
LS-35	NODE_38964_length_4532_cov_9.9	19022	species	LD21 sp003520925	7	7	4	0.5	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21;s_LD21 sp003520925
LS-63	NODE_211_length_67874_cov_25.0	12173	order	UBA1845	79	76	45	0.72	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_UBA1845
LS-63	NODE_3933_length_16528_cov_18.4	164	class	Bacteroidia	15	13	11	0.8	d_Bacteria;p_Bacteroidota;c_Bacteroidia
LS-63	NODE_11421_length_8789_cov_11.8	9301	class	WTBG01	11	10	6	0.67	d_Bacteria;p_Desulfobacterota;c_WTBG01
LS-63	NODE_24125_length_5563_cov_9.5	83359	genus	Bog-38	8	7	7	1.0	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38
LS-63	NODE_43445_length_3899_cov_9.7	71454	species	W425 sp011192005	3	3	2	0.52	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22;g_W425;s_W425 sp011192005
LS-55	NODE_37_length_264945_cov_78.3	2	superkingdom	Bacteria	61	58	40	0.68	d_Bacteria
LS-55	NODE_664_length_54480_cov_27.8	18408	genus	Hyphomicrobium	81	78	60	0.91	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium
LS-55	NODE_2139_length_27938_cov_20.4	141	phylum	Spirochaetota	19	19	10	0.53	d_Bacteria;p_Spirochaetota
LS-55	NODE_3704_length_19684_cov_28.5	4041	class	Koll11	18	15	10	0.67	d_Bacteria;p_Omnitrophota;c_Koll11
LS-55	NODE_5976_length_14466_cov_18.2	34046	genus	JACCZX01	32	32	9	0.51	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JACCZX01
LS-85	NODE_7945_length_10121_cov_17.1	85589	genus	PIYB01	10	9	6	0.67	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_B26-1;g_PIYB01
LS-85	NODE_16363_length_6664_cov_218.1	83785	family	UBA233	8	8	5	0.71	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-85	NODE_28853_length_4724_cov_23.9	72104	species	UBA1275 sp018401935	5	5	3	0.6	d_Bacteria;p_Bacteroidota;c_Rhodothermia;o_Balneolales;f_Balneolaceae;g_UBA1275;s_UBA1275 sp018401935
LS-85	NODE_45421_length_3578_cov_10.5	84293	species	Methanoregula sp002495055	5	3	1	0.96	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_Methanoregula;s_Methanoregula sp002495055
LS-65	NODE_13_length_364673_cov_31.7	2	superkingdom	Bacteria	119	103	73	0.67	d_Bacteria
LS-65	NODE_407_length_64709_cov_27.9	59046	family	SM23-32	42	38	31	0.81	d_Bacteria;p_Planctomycetota;c_Brocadiae;o_SM23-32;f_SM23-32
LS-65	NODE_3412_length_19104_cov_10.0	21740	genus	RBG-16-66-30	18	17	11	0.6	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30
LS-65	NODE_6745_length_12521_cov_61.7	2	superkingdom	Bacteria	5	4	3	0.68	d_Bacteria
LS-65	NODE_15267_length_7429_cov_15.0	83784	order	B26-1	8	8	4	0.77	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-65	NODE_30808_length_4836_cov_6.7	6494	family	SG8-4	6	6	5	0.8	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-93	NODE_357_length_56336_cov_55.9	1203	class	Dehalococcoidia	68	64	35	0.57	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-93	NODE_3090_length_18392_cov_83.7	83785	family	UBA233	13	13	9	0.72	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-93	NODE_6978_length_11716_cov_70.4	54981	genus	PR03	14	14	7	0.53	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_PR03;g_PR03
LS-93	NODE_12385_length_8447_cov_31.8	83359	genus	Bog-38	13	13	12	0.91	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38
LS-93	NODE_23121_length_5743_cov_7.9	2	superkingdom	Bacteria	5	4	3	0.75	d_Bacteria
LS-93	NODE_35428_length_4414_cov_15.6	75420	species	PALSA-1003 sp003153475	5	4	2	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_PALSA-1003;s_PALSA-1003 sp003153475
LS-93	NODE_61135_length_3154_cov_8.0	83784	order	B26-1	1	1	1	1.0	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-35	NODE_878_length_37476_cov_20.4	34321	genus	PLanc-01	37	35	19	0.54	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4;g_PLanc-01
LS-35	NODE_4002_length_15512_cov_16.5	2	superkingdom	Bacteria	13	12	9	0.73	d_Bacteria
LS-35	NODE_8312_length_10447_cov_15.5	28872	family	SZUA-254	8	8	6	0.72	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_SZUA-254
LS-76	NODE_7063_length_8035_cov_8.7	2	superkingdom	Bacteria	6	3	3	1.0	d_Bacteria
LS-76	NODE_13931_length_5183_cov_10.3	83359	genus	Bog-38	4	3	3	1.0	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38
LS-85	NODE_3_length_312755_cov_24.4	12376	family	UBA12454	287	268	161	0.66	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_UBA12454
LS-85	NODE_1491_length_26322_cov_11.5	2	superkingdom	Bacteria	29	26	23	0.99	d_Bacteria
LS-85	NODE_5245_length_12815_cov_10.9	8970	genus	2-02-FULL-66-22	13	13	12	0.99	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales;f_2-02-FULL-66-22;g_2-02-FULL-66-22
LS-85	NODE_11225_length_8311_cov_16.7	68304	species	DSXZ01 sp011367735	13	13	11	0.99	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-85	NODE_24085_length_5287_cov_11.4	2	superkingdom	Bacteria	6	5	5	1.0	d_Bacteria
LS-85	NODE_32908_length_4362_cov_8.1	2	superkingdom	Bacteria	8	8	8	1.0	d_Bacteria
LS-85	NODE_56767_length_3112_cov_6.3	72268	species	JAABPS01 sp011391835	4	4	2	0.96	d_Bacteria;p_Desulfobacterota;c_Desulfobacteria;o_Desulfobacterales;f_JAABPS01;g_JAABPS01;s_JAABPS01 sp011391835
LS-65	NODE_75_length_177992_cov_21.7	85589	genus	PIYB01	172	159	77	0.52	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_B26-1;g_PIYB01
LS-67	NODE_11769_length_8253_cov_18.4	2	superkingdom	Bacteria	3	3	2	0.67	d_Bacteria
LS-67	NODE_23271_length_5356_cov_11.1	2	superkingdom	Bacteria	6	5	5	1.0	d_Bacteria
LS-67	NODE_37549_length_3992_cov_66.8	1454	class	Anaerolineae	5	5	4	0.68	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-76	NODE_3_length_581101_cov_49.6	2	superkingdom	Bacteria	160	136	101	0.72	d_Bacteria
LS-76	NODE_182_length_84475_cov_48.7	2	superkingdom	Bacteria	29	27	23	0.86	d_Bacteria
LS-76	NODE_2125_length_17118_cov_11.9	83659	genus	SM1-50	20	20	17	0.89	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_SM1-50
LS-76	NODE_7344_length_7838_cov_16.6	39365	genus	JACIWX01	6	5	3	0.6	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200;f_UBA2200;g_JACIWX01
LS-76	NODE_15716_length_4815_cov_7.5	1454	class	Anaerolineae	4	4	3	0.75	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-85	NODE_25_length_165670_cov_50.4	71185	species	JABMQX01 sp013203085	117	107	57	0.56	d_Bacteria;p_JABMQX01;c_JABMQX01;o_JABMQX01;f_JABMQX01;g_JABMQX01;s_JABMQX01 sp013203085
LS-85	NODE_1509_length_26072_cov_11.0	2	superkingdom	Bacteria	26	24	22	0.91	d_Bacteria
LS-76	NODE_2713_length_14742_cov_11.5	33120	genus	RBG-16-49-23	13	12	11	0.9	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_RBG-16-49-23
LS-76	NODE_8918_length_6877_cov_8.3	83428	order	Nitrososphaerales	10	9	4	0.56	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales
LS-76	NODE_21340_length_4011_cov_18.3	1	no rank	root	4	4	4	1.0	-_root
LS-85	NODE_364_length_56415_cov_26.4	84697	genus	UBA9949	75	73	55	0.81	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-85	NODE_2562_length_19290_cov_21.7	57183	species	PR03 sp018262315	20	19	12	0.75	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_PR03;g_PR03;s_PR03 sp018262315
LS-85	NODE_7513_length_10488_cov_25.5	21332	family	UBA1163	10	9	7	0.87	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-85	NODE_14619_length_7138_cov_17.3	27	genus	Mycobacterium	11	11	10	0.99	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-85	NODE_27660_length_4846_cov_17.1	3499	genus	Methyloceanibacter	6	6	5	0.99	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
LS-85	NODE_41930_length_3755_cov_14.4	39365	genus	JACIWX01	3	3	2	0.67	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200;f_UBA2200;g_JACIWX01
LS-65	NODE_2_length_604338_cov_32.5	2	superkingdom	Bacteria	129	107	76	0.69	d_Bacteria
LS-63	NODE_1333_length_30237_cov_10.4	2	superkingdom	Bacteria	9	7	7	1.0	d_Bacteria
LS-63	NODE_5723_length_13250_cov_34.1	83784	order	B26-1	12	10	6	0.57	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-63	NODE_16183_length_7100_cov_23.1	1454	class	Anaerolineae	6	5	4	0.8	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-63	NODE_29575_length_4914_cov_6.9	1454	class	Anaerolineae	6	6	4	0.67	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-63	NODE_55688_length_3366_cov_8.0	60105	species	RBG-16-56-11 sp001796865	4	4	2	0.66	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22;g_RBG-16-56-11;s_RBG-16-56-11 sp001796865
LS-55	NODE_81_length_193398_cov_76.4	2	superkingdom	Bacteria	53	45	26	0.51	d_Bacteria
LS-55	NODE_1025_length_42962_cov_43.9	20597	order	SM23-42	34	30	17	0.57	d_Bacteria;p_WOR-3;c_WOR-3;o_SM23-42
LS-55	NODE_2567_length_24827_cov_8.9	840	phylum	Desulfobacterota	20	20	10	0.55	d_Bacteria;p_Desulfobacterota
LS-55	NODE_4202_length_18156_cov_25.6	2705	family	UBA1268	20	18	16	0.93	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_UBA1268
LS-55	NODE_7036_length_13044_cov_70.9	83785	family	UBA233	20	19	15	0.81	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-35	NODE_43236_length_4286_cov_21.7	21332	family	UBA1163	6	5	5	1.0	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-35	NODE_57676_length_3663_cov_7.9	2737	class	Phycisphaerae	5	3	2	0.67	d_Bacteria;p_Planctomycetota;c_Phycisphaerae
LS-35	NODE_77772_length_3106_cov_16.1	1454	class	Anaerolineae	3	3	2	0.67	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-67	NODE_1555_length_26884_cov_18.1	2	superkingdom	Bacteria	27	23	21	0.9	d_Bacteria
LS-67	NODE_5770_length_12819_cov_41.9	2	superkingdom	Bacteria	2	1	1	1.0	d_Bacteria
LS-67	NODE_14242_length_7306_cov_17.7	2	superkingdom	Bacteria	2	2	1	0.5	d_Bacteria
LS-67	NODE_25632_length_5051_cov_6.1	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
